Cluster	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	type	set
H.exon_Control	GO:0002696	positive regulation of leukocyte activation	20/306	244/14223	3.24954528850312e-07	0.000284335212744023	0.00025962156568146	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/STX4/ITGAM/EFNB3/RARA/RASAL3/FLT3LG/LILRB1/SRC	20	BP	SCZD case-control differences
H.exon_Control	GO:0050867	positive regulation of cell activation	20/306	254/14223	6.17213679340833e-07	0.000432049575538583	0.000394496995890267	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/STX4/ITGAM/EFNB3/RARA/RASAL3/FLT3LG/LILRB1/SRC	20	BP	SCZD case-control differences
H.exon_Control	GO:0051251	positive regulation of lymphocyte activation	18/306	212/14223	7.63730787516599e-07	0.000442790416551893	0.000404304272075653	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/EFNB3/RARA/RASAL3/FLT3LG/LILRB1/SRC	18	BP	SCZD case-control differences
H.exon_Control	GO:0002694	regulation of leukocyte activation	25/306	384/14223	8.85580833103785e-07	0.000442790416551893	0.000404304272075653	TNFRSF14/CD84/CD55/NLRP3/AP3B1/FER/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/STX4/ITGAM/EFNB3/RARA/CLEC4G/RASAL3/FLT3LG/LILRB1/SRC/SAMSN1	25	BP	SCZD case-control differences
H.exon_Control	GO:0046635	positive regulation of alpha-beta T cell activation	8/306	40/14223	1.76975399185732e-06	0.000774267371437578	0.00070697014727353	CD55/NLRP3/AP3B1/CCL19/IL18/NCKAP1L/RARA/RASAL3	8	BP	SCZD case-control differences
H.exon_Control	GO:0022407	regulation of cell-cell adhesion	21/306	303/14223	2.5563666472543e-06	0.000994142585043339	0.000907734402463633	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/FLOT1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/CX3CL1/EFNB3/RARA/CLEC4G/RASAL3/LILRB1/JAG1/SRC	21	BP	SCZD case-control differences
H.exon_Control	GO:1903037	regulation of leukocyte cell-cell adhesion	18/306	233/14223	2.98046676557962e-06	0.00101485057064061	0.000926642506004483	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/EFNB3/RARA/CLEC4G/RASAL3/LILRB1/SRC	18	BP	SCZD case-control differences
H.exon_Control	GO:0046634	regulation of alpha-beta T cell activation	9/306	57/14223	3.1895303648705e-06	0.00101485057064061	0.000926642506004483	CD55/NLRP3/AP3B1/CCL19/IL18/NCKAP1L/RARA/RASAL3/LILRB1	9	BP	SCZD case-control differences
H.exon_Control	GO:0050865	regulation of cell activation	25/306	415/14223	3.59029839915207e-06	0.00104717036641936	0.00095615315261629	TNFRSF14/CD84/CD55/NLRP3/AP3B1/FER/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/STX4/ITGAM/EFNB3/RARA/CLEC4G/RASAL3/FLT3LG/LILRB1/SRC/SAMSN1	25	BP	SCZD case-control differences
H.exon_Control	GO:0007159	leukocyte cell-cell adhesion	19/306	263/14223	4.24670291465719e-06	0.0011433430924077	0.00104396680557888	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/ITGAL/EFNB3/RARA/CLEC4G/RASAL3/LILRB1/SRC	19	BP	SCZD case-control differences
H.exon_Control	GO:0045785	positive regulation of cell adhesion	21/306	318/14223	5.45320459691281e-06	0.0013633011492282	0.00124480670347574	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/FLOT1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/STX4/CX3CL1/EFNB3/RARA/CALR/RASAL3/LILRB1/SRC	21	BP	SCZD case-control differences
H.exon_Control	GO:0050863	regulation of T cell activation	18/306	246/14223	6.38436733828714e-06	0.00145407422139902	0.00132769002591501	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/EFNB3/RARA/CLEC4G/RASAL3/LILRB1/SRC	18	BP	SCZD case-control differences
H.exon_Control	GO:2000516	positive regulation of CD4-positive, alpha-beta T cell activation	6/306	23/14223	7.0002719608826e-06	0.00145407422139902	0.00132769002591501	CD55/NLRP3/CCL19/IL18/NCKAP1L/RARA	6	BP	SCZD case-control differences
H.exon_Control	GO:0051249	regulation of lymphocyte activation	21/306	324/14223	7.27909934996274e-06	0.00145407422139902	0.00132769002591501	TNFRSF14/CD55/NLRP3/AP3B1/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/EFNB3/RARA/CLEC4G/RASAL3/FLT3LG/LILRB1/SRC/SAMSN1	21	BP	SCZD case-control differences
H.exon_Control	GO:0043113	receptor clustering	8/306	48/14223	7.47809599576636e-06	0.00145407422139902	0.00132769002591501	NRXN1/NLGN1/ETV5/SYNGAP1/SSNA1/DLG2/ITGAL/SHANK3	8	BP	SCZD case-control differences
H.exon_Control	GO:0046649	lymphocyte activation	27/306	495/14223	9.1738698860213e-06	0.00168992340005656	0.00154303983235239	TNFRSF14/CD55/NLRP3/NHEJ1/DOCK10/AP3B1/HAVCR2/LST1/NBN/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/ITGAL/PLCG2/EFNB3/RARA/CLEC4G/RASAL3/FLT3LG/LILRB1/SRC/SAMSN1/HPRT1	27	BP	SCZD case-control differences
H.exon_Control	GO:0042102	positive regulation of T cell proliferation	9/306	75/14223	3.17303483586172e-05	0.00555281096275801	0.0050701756640401	CD55/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/RASAL3	9	BP	SCZD case-control differences
H.exon_Control	GO:0002285	lymphocyte activation involved in immune response	11/306	116/14223	4.03730562845366e-05	0.00672884271408944	0.00614398991878963	NLRP3/DOCK10/HAVCR2/NBN/CCL19/IL18/CORO1A/ITGAL/PLCG2/RARA/LILRB1	11	BP	SCZD case-control differences
H.exon_Control	GO:0042129	regulation of T cell proliferation	11/306	119/14223	5.11462835025614e-05	0.00780340693578592	0.00712515592693114	CD55/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/CLEC4G/RASAL3/LILRB1	11	BP	SCZD case-control differences
H.exon_Control	GO:0043372	positive regulation of CD4-positive, alpha-beta T cell differentiation	5/306	20/14223	5.30350176280942e-05	0.00780340693578592	0.00712515592693114	NLRP3/CCL19/IL18/NCKAP1L/RARA	5	BP	SCZD case-control differences
H.exon_Control	GO:0060627	regulation of vesicle-mediated transport	24/306	457/14223	5.35090761311034e-05	0.00780340693578592	0.00712515592693114	STXBP3/CD84/LRRTM1/NLGN1/BMP2K/FER/FLOT1/CCL19/INPP5F/EHD1/CBL/NCKAP1L/PRKD1/RAB15/CORO1A/STX4/ITGAM/PLCG2/SNF8/SYT4/CALR/LILRB1/SRC/SYN1	24	BP	SCZD case-control differences
H.exon_Control	GO:0046638	positive regulation of alpha-beta T cell differentiation	6/306	33/14223	6.40770702744465e-05	0.00862575946002164	0.0078760317956769	NLRP3/AP3B1/CCL19/IL18/NCKAP1L/RARA	6	BP	SCZD case-control differences
H.exon_Control	GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	6/306	33/14223	6.40770702744465e-05	0.00862575946002164	0.0078760317956769	CD55/NLRP3/CCL19/IL18/NCKAP1L/RARA	6	BP	SCZD case-control differences
H.exon_Control	GO:0042110	T cell activation	20/306	350/14223	7.23208817370691e-05	0.00937492911406451	0.008560085651218	TNFRSF14/CD55/NLRP3/NHEJ1/AP3B1/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/RASGRP1/CORO1A/ITGAL/EFNB3/RARA/CLEC4G/RASAL3/LILRB1/SRC	20	BP	SCZD case-control differences
H.exon_Control	GO:0070663	regulation of leukocyte proliferation	13/306	171/14223	8.43059648161865e-05	0.0105382456020233	0.00962228981887001	CD55/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/CLEC4G/RASAL3/FLT3LG/LILRB1	13	BP	SCZD case-control differences
H.exon_Control	GO:0022604	regulation of cell morphogenesis	23/306	444/14223	9.42415793953687e-05	0.0113739837201307	0.0103853878418998	ZEB2/GORASP1/NLGN1/CSNK1G3/LST1/SYNGAP1/SEMA3C/NRCAM/OLFM1/FGD4/LARP4/ITGA7/SPART/TTBK2/SEMA7A/CORO1A/EFNB3/SRCIN1/FMNL1/SYT4/CALR/SRC/SHANK3	23	BP	SCZD case-control differences
H.exon_Control	GO:0045621	positive regulation of lymphocyte differentiation	8/306	68/14223	0.000100929158419181	0.0117750684822378	0.0107516114021275	NLRP3/AP3B1/CCL19/IL18/NCKAP1L/RASGRP1/RARA/FLT3LG	8	BP	SCZD case-control differences
H.exon_Control	GO:0046631	alpha-beta T cell activation	9/306	88/14223	0.00011308750154146	0.0127679437224229	0.0116581886139176	CD55/NLRP3/AP3B1/CCL19/IL18/NCKAP1L/RARA/RASAL3/LILRB1	9	BP	SCZD case-control differences
H.exon_Control	GO:0070665	positive regulation of leukocyte proliferation	10/306	110/14223	0.000128788171127542	0.0140862062170749	0.0128618713007637	CD55/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/RASAL3/FLT3LG	10	BP	SCZD case-control differences
H.exon_Control	GO:0002250	adaptive immune response	16/306	259/14223	0.000157652538468616	0.0167207237769744	0.0152674037253818	CD84/CD55/NLRP3/HAVCR2/NBN/CCL19/CTSL/IL18/CD4/CTSH/RNF125/TNFRSF11A/CLEC4G/LILRB1/JAG1/SAMSN1	16	BP	SCZD case-control differences
H.exon_Control	GO:0002699	positive regulation of immune effector process	11/306	138/14223	0.000194535979735963	0.0200257626198785	0.0182851775380304	CD84/NLRP3/FER/CCL19/IL18/RASGRP1/SEMA7A/STX4/ITGAM/RARA/LILRB1	11	BP	SCZD case-control differences
H.exon_Control	GO:0050670	regulation of lymphocyte proliferation	12/306	162/14223	0.000200827209521435	0.0200827209521435	0.0183371852062279	CD55/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/CLEC4G/RASAL3/LILRB1	12	BP	SCZD case-control differences
H.exon_Control	GO:0045582	positive regulation of T cell differentiation	7/306	57/14223	0.000209479984248444	0.02011984248257	0.018371080233709	NLRP3/AP3B1/CCL19/IL18/NCKAP1L/RASGRP1/RARA	7	BP	SCZD case-control differences
H.exon_Control	GO:0032944	regulation of mononuclear cell proliferation	12/306	163/14223	0.000212695477672882	0.02011984248257	0.018371080233709	CD55/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/CLEC4G/RASAL3/LILRB1	12	BP	SCZD case-control differences
H.exon_Control	GO:0046637	regulation of alpha-beta T cell differentiation	6/306	41/14223	0.000225139653024622	0.0202945884334074	0.0185306377394962	NLRP3/AP3B1/CCL19/IL18/NCKAP1L/RARA	6	BP	SCZD case-control differences
H.exon_Control	GO:0070661	leukocyte proliferation	14/306	215/14223	0.000235357013393899	0.0202945884334074	0.0185306377394962	CD55/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/CLEC4G/RASAL3/FLT3LG/LILRB1/HPRT1	14	BP	SCZD case-control differences
H.exon_Control	GO:0034975	protein folding in endoplasmic reticulum	4/306	15/14223	0.000237736607362772	0.0202945884334074	0.0185306377394962	CANX/HSPA5/PDIA3/CALR	4	BP	SCZD case-control differences
H.exon_Control	GO:0045624	positive regulation of T-helper cell differentiation	4/306	15/14223	0.000237736607362772	0.0202945884334074	0.0185306377394962	NLRP3/CCL19/IL18/RARA	4	BP	SCZD case-control differences
H.exon_Control	GO:0043370	regulation of CD4-positive, alpha-beta T cell differentiation	5/306	27/14223	0.000244064642348613	0.0203387201957178	0.0185709336884809	NLRP3/CCL19/IL18/NCKAP1L/RARA	5	BP	SCZD case-control differences
H.exon_Control	GO:0042098	T cell proliferation	11/306	143/14223	0.000265595925842347	0.0216182730336794	0.0197392712572182	CD55/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/CLEC4G/RASAL3/LILRB1	11	BP	SCZD case-control differences
H.exon_Control	GO:0002697	regulation of immune effector process	16/306	272/14223	0.000274914215081881	0.0218681761996951	0.0199674535164735	CD84/DHX9/CD55/NLRP3/FER/HAVCR2/CCL19/IL18/RASGRP1/SEMA7A/STX4/ITGAM/RARA/RNF125/CLEC4G/LILRB1	16	BP	SCZD case-control differences
H.exon_Control	GO:0001819	positive regulation of cytokine production	18/306	330/14223	0.000293136738790371	0.02279952412814	0.0208178512039197	DHX9/NLRP3/HAVCR2/FLOT1/GSDMD/CCL19/CCDC88B/IL18/CD4/POLR3B/RASGRP1/SEMA7A/CX3CL1/PLCG2/NLRP1/RARA/RNF125/SRC	18	BP	SCZD case-control differences
H.exon_Control	GO:0002790	peptide secretion	23/306	484/14223	0.00033085191003031	0.0251735148936105	0.0229855011178952	STXBP3/DHX9/NLRP3/NRXN1/MTTP/CRHBP/HAVCR2/CANX/PDIA4/GSDMD/CCL19/RAB15/RASGRP1/MYO5A/STX4/ARL2BP/NLRP1/SRCIN1/CIDEA/SYT4/LILRB1/NECAB3/SRC	23	BP	SCZD case-control differences
H.exon_Control	GO:0009306	protein secretion	22/306	456/14223	0.000362200607269245	0.0269723856477097	0.0246280188951719	STXBP3/DHX9/NLRP3/NRXN1/MTTP/HAVCR2/CANX/PDIA4/GSDMD/CCL19/RAB15/RASGRP1/MYO5A/STX4/ARL2BP/NLRP1/SRCIN1/CIDEA/SYT4/LILRB1/NECAB3/SRC	22	BP	SCZD case-control differences
H.exon_Control	GO:0002286	T cell activation involved in immune response	7/306	63/14223	0.000392750489227836	0.0276601072740722	0.0252559656192732	NLRP3/HAVCR2/CCL19/IL18/ITGAL/RARA/LILRB1	7	BP	SCZD case-control differences
H.exon_Control	GO:0046651	lymphocyte proliferation	13/306	200/14223	0.000397636397233781	0.0276601072740722	0.0252559656192732	CD55/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/CLEC4G/RASAL3/LILRB1/HPRT1	13	BP	SCZD case-control differences
H.exon_Control	GO:0099068	postsynapse assembly	4/306	17/14223	0.000400656258509182	0.0276601072740722	0.0252559656192732	NRXN1/NLGN1/SHANK3/NLGN4X	4	BP	SCZD case-control differences
H.exon_Control	GO:0050671	positive regulation of lymphocyte proliferation	9/306	104/14223	0.000403047277422195	0.0276601072740722	0.0252559656192732	CD55/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/RASAL3	9	BP	SCZD case-control differences
H.exon_Control	GO:0032946	positive regulation of mononuclear cell proliferation	9/306	105/14223	0.000432670361868539	0.0288813099913183	0.0263710247018473	CD55/HAVCR2/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/RASAL3	9	BP	SCZD case-control differences
H.exon_Control	GO:0032943	mononuclear cell proliferation	13/306	202/14223	0.000437345551297105	0.0288813099913183	0.0263710247018473	CD55/HAVCR2/LST1/CCL19/CCDC88B/IL18/CD4/NCKAP1L/CORO1A/CLEC4G/RASAL3/LILRB1/HPRT1	13	BP	SCZD case-control differences
H.exon_Control	GO:0030865	cortical cytoskeleton organization	6/306	48/14223	0.000541678945662806	0.0351088205522189	0.032057256901214	NLGN1/EPB41L2/RACGAP1/NCKAP1L/FMNL1/CALR	6	BP	SCZD case-control differences
H.exon_Control	GO:1902107	positive regulation of leukocyte differentiation	9/306	109/14223	0.000569656390598446	0.0362508612199011	0.0331000344852992	NLRP3/AP3B1/CCL19/IL18/CD4/NCKAP1L/RASGRP1/RARA/FLT3LG	9	BP	SCZD case-control differences
H.exon_Control	GO:0002456	T cell mediated immunity	7/306	68/14223	0.000628054750549816	0.0387279413208871	0.0353618134887859	CD55/NLRP3/IL18/CTSH/CLEC4G/LILRB1/JAG1	7	BP	SCZD case-control differences
H.exon_Control	GO:0032814	regulation of natural killer cell activation	4/306	19/14223	0.000630712187225875	0.0387279413208871	0.0353618134887859	HAVCR2/IL18/RASGRP1/FLT3LG	4	BP	SCZD case-control differences
H.exon_Control	GO:0032732	positive regulation of interleukin-1 production	5/306	33/14223	0.000645653242730165	0.0389618336130272	0.0355753764959852	NLRP3/HAVCR2/GSDMD/CCL19/NLRP1	5	BP	SCZD case-control differences
H.exon_Control	GO:0030100	regulation of endocytosis	13/306	211/14223	0.000660351903491874	0.0391734180037552	0.0357685705441807	LRRTM1/NLGN1/BMP2K/FLOT1/CCL19/CBL/NCKAP1L/PRKD1/PLCG2/SYT4/CALR/LILRB1/SRC	13	BP	SCZD case-control differences
H.exon_Control	GO:0050707	regulation of cytokine secretion	10/306	135/14223	0.000675246030213447	0.0393893517624511	0.0359657359250531	DHX9/NLRP3/HAVCR2/GSDMD/CCL19/RASGRP1/NLRP1/CIDEA/LILRB1/SRC	10	BP	SCZD case-control differences
H.exon_Control	GO:0001941	postsynaptic membrane organization	5/306	34/14223	0.000743798020004563	0.0426769355740323	0.0389675718504548	NRXN1/NLGN1/ETV5/SHANK3/NLGN4X	5	BP	SCZD case-control differences
H.exon_Control	GO:0050718	positive regulation of interleukin-1 beta secretion	4/306	20/14223	0.000775131479625323	0.0437574222369134	0.0399541455372238	NLRP3/GSDMD/CCL19/NLRP1	4	BP	SCZD case-control differences
H.exon_Control	GO:0050715	positive regulation of cytokine secretion	8/306	92/14223	0.000814614730741047	0.0452563739300582	0.0413228124065133	DHX9/NLRP3/HAVCR2/GSDMD/CCL19/RASGRP1/NLRP1/SRC	8	BP	SCZD case-control differences
H.exon_Control	GO:1903305	regulation of regulated secretory pathway	9/306	115/14223	0.000840068007935922	0.0459412191839957	0.0419481327646951	STXBP3/CD84/NLGN1/FER/RAB15/STX4/ITGAM/SYT4/SYN1	9	BP	SCZD case-control differences
H.exon_Control	GO:0051668	localization within membrane	9/306	116/14223	0.000893902800726808	0.0481332277314435	0.0439496178624549	NRXN1/NLGN1/ETV5/SYNGAP1/SSNA1/DLG2/ITGAL/CEP112/SHANK3	9	BP	SCZD case-control differences
H.exon_Control	GO:0006935	chemotaxis	22/306	490/14223	0.000944849212886518	0.0499355287579518	0.0455952677621479	PLEKHG5/DPYSL5/NRXN1/FER/SEMA3C/NRCAM/DOCK4/MATN2/CCL19/EGR2/NR4A1/NCKAP1L/PRKD1/SEMA7A/CORO1A/STX4/CX3CL1/EFNB3/TNFRSF11A/CALR/SRC/SHANK3	22	BP	SCZD case-control differences
H.exon_Control	GO:0009311	oligosaccharide metabolic process	7/306	73/14223	0.00096348880174395	0.0499355287579518	0.0455952677621479	ZNF593/GALNT14/GALNT13/ST6GAL1/GALNT7/GAL3ST4/GLA	7	BP	SCZD case-control differences
H.exon_Control	GO:0042330	taxis	22/306	491/14223	0.00097017598729735	0.0499355287579518	0.0455952677621479	PLEKHG5/DPYSL5/NRXN1/FER/SEMA3C/NRCAM/DOCK4/MATN2/CCL19/EGR2/NR4A1/NCKAP1L/PRKD1/SEMA7A/CORO1A/STX4/CX3CL1/EFNB3/TNFRSF11A/CALR/SRC/SHANK3	22	BP	SCZD case-control differences
H.exon_Control	GO:0002449	lymphocyte mediated immunity	11/306	167/14223	0.000984728338893152	0.0499499882047251	0.045608470432946	CD55/NLRP3/HAVCR2/NBN/IL18/RASGRP1/CTSH/CORO1A/CLEC4G/LILRB1/JAG1	11	BP	SCZD case-control differences
H.exon_Control	GO:0035710	CD4-positive, alpha-beta T cell activation	6/306	54/14223	0.00102356828801879	0.0511784144009397	0.046730125149249	CD55/NLRP3/CCL19/IL18/NCKAP1L/RARA	6	BP	SCZD case-control differences
H.exon_Control	GO:1903708	positive regulation of hemopoiesis	10/306	143/14223	0.00105365858522182	0.0514170404422086	0.0469480104609159	NLRP3/AP3B1/CCL19/IL18/CD4/NCKAP1L/RASGRP1/RARA/FLT3LG/JAG1	10	BP	SCZD case-control differences
H.exon_Control	GO:0035743	CD4-positive, alpha-beta T cell cytokine production	3/306	10/14223	0.00105772197481115	0.0514170404422086	0.0469480104609159	CD55/NLRP3/IL18	3	BP	SCZD case-control differences
H.exon_Control	GO:0045622	regulation of T-helper cell differentiation	4/306	22/14223	0.00113130604979246	0.0535077185712651	0.0488569725059732	NLRP3/CCL19/IL18/RARA	4	BP	SCZD case-control differences
H.exon_Control	GO:0050716	positive regulation of interleukin-1 secretion	4/306	22/14223	0.00113130604979246	0.0535077185712651	0.0488569725059732	NLRP3/GSDMD/CCL19/NLRP1	4	BP	SCZD case-control differences
D.gene_Control	GO:0050900	leukocyte migration	24/297	325/14223	8.61560049074388e-08	0.000283302903021449	0.000254869096926394	PTAFR/ATP1B1/MIA3/INPP5D/CX3CR1/P2RY12/CD74/AIF1/DOCK8/SYK/C3AR1/OLR1/NCKAP1L/SELPLG/GPR183/IL16/ITGAL/ITGAX/CCL4/VAV1/HCK/EDN3/MOSPD2/MPP1	24	BP	SCZD case-control differences
